natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk2500;NA T25-B-3;historisk sandskred
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk2500;NA T25-B-2;historisk grusskred
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk2500;NA T25-B-1;historisk jordskred
Natursystem;NA;Fastmarkssystemer;NA T;Historisk skredmark;NA T25;Malestokk2500;NA T25-B-4;historisk silt- og leirskred
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk20000;NA T24-E-1;driftvoller
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk10000;NA T24-D-2;ettårsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk10000;NA T24-D-1;beskyttede og moderat eksponerte driftvoller
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk5000;NA T24-C-2;ettårsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk5000;NA T24-C-1;beskyttede og moderat eksponerte driftvoller
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk2500;NA T24-B-3;ettårsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk2500;NA T24-B-2;lågurtdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Driftvoll;NA T24;Malestokk2500;NA T24-B-1;høgurtdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Treplantasje;NA T38;Malestokk2500;NA T38-B-1;treplantasje
Natursystem;NA;Fastmarkssystemer;NA T;Treplantasje;NA T38;Malestokk5000;NA T38-C-1;plantasjeskog
Natursystem;NA;Fastmarkssystemer;NA T;Treplantasje;NA T38;Malestokk10000;NA T38-D-1;treplantasje
Natursystem;NA;Fastmarkssystemer;NA T;Treplantasje;NA T38;Malestokk20000;NA T38-E-1;treplantasje
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk5000;NA T39-C-4;sterkt modifiserte eller syntetiske, overveiende uorganisk faste substrater
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk5000;NA T39-C-3;fast fjell blottlagt ved tørrlegging eller nedtapping
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk5000;NA T39-C-2;blottlagt fast fjell
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk5000;NA T39-C-1;blokkdeponier
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-8;metalloverflater, glass, glassfiber o.l. under gjengroing
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-7;metalloverflater, glass, glassfiber o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-4;dagbrudd, vegskjæringer i fjell o.l. under gjengroing
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-5;fast fjell blottlagt ved tørrlegging
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk10000;NA T39-D-1;blokkdeponier
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-3;dagbrudd, vegskjæringer i fjell o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-2;blokkdeponi under gjengroing
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-6;fast fjell blottlagt ved tørrlegging under gjengroing
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk10000;NA T39-D-2;blottlagt fast fjell
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk20000;NA T39-E-1;blokkdeponier
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk10000;NA T39-D-4;sterkt modifiserte eller syntetiske, overveiende uorganisk faste substrater
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk10000;NA T39-D-3;fast fjell blottlagt ved tørrlegging eller nedtapping
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk20000;NA T39-E-4;sterkt modifiserte eller syntetiske, overveiende uorganisk faste substrater
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk20000;NA T39-E-3;fast fjell blottlagt ved tørrlegging eller nedtapping
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk20000;NA T39-E-2;blottlagt fast fjell
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret eller ny fastmark i langsom suksesjon;NA T39;Malestokk2500;NA T39-B-1;blokkdeponi
Natursystem;NA;Saltvannsbunnsystemer;NA M;Helofytt-saltvannsump;NA M8;Malestokk5000;NA M8-C-1;Helofytt-saltvannssump
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Malestokk5000;NA M9-C-1;Litoralbasseng
Natursystem;NA;Ferskvannsbunnsystemer;NA L;Helofytt-ferskvannssump;NA L4;Malestokk5000;NA L4-C-1;Kalkfattig helofyttsump
Natursystem;NA;Ferskvannsbunnsystemer;NA L;Helofytt-ferskvannssump;NA L4;Malestokk5000;NA L4-C-2;Litt kalkfattig til intermediær helofyttsump
Natursystem;NA;Ferskvannsbunnsystemer;NA L;Helofytt-ferskvannssump;NA L4;Malestokk5000;NA L4-C-3;Kalkrik helofyttsump
Natursystem;NA;Snø- og issystemer;NA I;Snø- og isdekt fastmark;NA I1;Malestokk2500;NA I1-B-1;snø- og isdekt fastmark
Natursystem;NA;Snø- og issystemer;NA I;Snø- og isdekt fastmark;NA I1;Malestokk5000;NA I1-C-1;snø- og isdekt fastmark
Natursystem;NA;Snø- og issystemer;NA I;Snø- og isdekt fastmark;NA I1;Malestokk10000;NA I1-D-1;snø- og isdekt fastmark
Natursystem;NA;Snø- og issystemer;NA I;Snø- og isdekt fastmark;NA I1;Malestokk20000;NA I1-E-1;snø- og isdekt fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk2500;NA V12-B-3;grøftet nedbørsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk5000;NA V12-C-1;grøftet kalkfattig jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk5000;NA V12-C-2;grøftet kalkrik jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk5000;NA V12-C-3;grøftet nedbørsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk10000;NA V12-D-1;grøftet kalkfattig jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk10000;NA V12-D-2;grøftet kalkrik jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk10000;NA V12-D-3;grøftet nedbørsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk20000;NA V12-E-1;grøftet kalkfattig jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk20000;NA V12-E-2;grøftet kalkrik jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk20000;NA V12-E-3;grøftet nedbørsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk2500;NA V12-B-2;grøftet kalkrik jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Grøftet torvmark;NA V12;Malestokk2500;NA V12-B-1;grøftet kalkfattig jordvannsmyr
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk10000;NA V11-D-1;kalkfattig torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk5000;NA V11-C-2;kalkrikt torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk5000;NA V11-C-1;kalkfattig torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk2500;NA V11-B-2;kalkrikt torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk2500;NA V11-B-1;kalkfattig torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk10000;NA V11-D-2;kalkrikt torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk20000;NA V11-E-1;kalkfattig torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Torvtak;NA V11;Malestokk20000;NA V11-E-2;kalkrikt torvtak
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk20000;NA V10-E-1;intermediær våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk10000;NA V10-D-2;kalkrike og svakt kildevannspåvirkede semi-naturlige våtenger
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk10000;NA V10-D-1;intermediær våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk5000;NA V10-C-3;kildevannspåvirket våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk5000;NA V10-C-2;kalkrik våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk5000;NA V10-C-1;intermediær våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk2500;NA V10-B-3;kildevannspåvirket våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk2500;NA V10-B-2;kalkrik våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk2500;NA V10-B-1;intermediær våteng
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig våteng;NA V10;Malestokk20000;NA V10-E-2;kalkrike og svakt kildevannspåvirkede semi-naturlige våtenger
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk2500;NA V9-B-2;intermediær semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk2500;NA V9-B-1;kalkfattig semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk20000;NA V9-E-2;intermediær semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk20000;NA V9-E-3;kalkrik semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk2500;NA V9-B-3;kalkrik semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk5000;NA V9-C-1;kalkfattig semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk5000;NA V9-C-2;intermediær semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk5000;NA V9-C-3;kalkrik semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk10000;NA V9-D-1;kalkfattig semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk10000;NA V9-D-2;intermediær semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk10000;NA V9-D-3;kalkrik semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Malestokk20000;NA V9-E-1;kalkfattig semi-naturlig myr
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk5000;NA V8-C-3;saltpåvirket strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk10000;NA V8-D-1;kalkfattig og intermediær strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk10000;NA V8-D-2;kalkrik strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk5000;NA V8-C-1;kalkfattig og intermediær strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk5000;NA V8-C-2;kalkrik strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk10000;NA V8-D-3;saltpåvirket strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk20000;NA V8-E-1;kalkfattig og intermediær strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk20000;NA V8-E-2;kalkrik strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk2500;NA V8-B-3;saltpåvirket strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk2500;NA V8-B-2;kalkrik strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk2500;NA V8-B-1;kalkfattig og intermediær strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Malestokk20000;NA V8-E-3;saltpåvirket strand- og sumpskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk10000;NA V7-D-2;kalkrik permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk20000;NA V7-E-1;kalkfattig og intermediær permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk20000;NA V7-E-2;kalkrik permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk10000;NA V7-D-1;kalkfattig og intermediær permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk2500;NA V7-B-1;kalkfattig og intermediær permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk2500;NA V7-B-2;kalkrik permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk5000;NA V7-C-1;kalkfattig og intermediær permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Malestokk5000;NA V7-C-2;kalkrik permafrost-våtmark
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-5;kalkfattig og intermediært ekstrem-våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-9;ekstrem-kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-1;kalkfattig og intermediært moderat våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-3;kalkfattig og intermediært seint våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-4;kalkrikt seint våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-8;kalkrikt seint kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-7;kalkfattig og intermediært seint kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-1;kalkfattig og intermediært moderat våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-2;kalkrikt moderat våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-3;kalkfattig og intermediært seint våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-4;kalkrikt seint våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-5;kalkfattig og intermediært ekstrem-våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk2500;NA V6-B-6;kalkrikt ekstrem-våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-2;kalkrikt moderat våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk20000;NA V6-E-1;litt kalkfattige til litt kalkrike våt- og kildesnøleier
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk20000;NA V6-E-2;temmelig til ekstremt kalkrike våt- og kildesnøeleier
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk20000;NA V6-E-3;ekstreme våt- og kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk10000;NA V6-D-3;ekstreme våt- og kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk10000;NA V6-D-2;temmelig til ekstremt kalkrike våt- og kildesnøeleier
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk10000;NA V6-D-1;litt kalkfattige til litt kalkrike våt- og kildesnøleier
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-9;ekstrem-kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-8;kalkrikt seint kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-7;kalkfattig og intermediært seint kildesnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Malestokk5000;NA V6-C-6;kalkrikt ekstrem-våtsnøleie
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk20000;NA V5-E-1;svak varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk10000;NA V5-D-2;klar varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk5000;NA V5-C-2;klar varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk10000;NA V5-D-1;svak varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk20000;NA V5-E-2;klar varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk2500;NA V5-B-2;klar varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk2500;NA V5-B-1;svak varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Malestokk5000;NA V5-C-1;svak varmkilde
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk20000;NA V4-E-1;litt kalkfattige til litt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk10000;NA V4-D-4;temmelig til ekstremt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk10000;NA V4-D-3;sterkt intermediære og litt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk10000;NA V4-D-2;temmelig til ekstremt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk10000;NA V4-D-1;litt kalkfattige til litt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk5000;NA V4-C-5;temmelig til ekstremt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk20000;NA V4-E-3;sterkt intermediære og litt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk20000;NA V4-E-4;temmelig til ekstremt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk20000;NA V4-E-2;temmelig til ekstremt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk2500;NA V4-B-4;sterkt intermediære og litt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk2500;NA V4-B-3;temmelig til ekstremt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk2500;NA V4-B-2;sterkt intermediære og litt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk2500;NA V4-B-1;litt kalkfattig og svakt intermediær svakkilde
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk5000;NA V4-C-4;sterkt intermediære og litt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk5000;NA V4-C-3;temmelig til ekstremt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk5000;NA V4-C-2;sterkt intermediære og litt kalkrike kilder
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk5000;NA V4-C-1;litt kalkfattig og svakt intermediær svakkilde
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Malestokk2500;NA V4-B-5;temmelig til ekstremt kalkrike torvmarkskilder
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk20000;NA V3-E-1;ombrotrofe myrer
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk10000;NA V3-D-2;ombrotrof myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk10000;NA V3-D-1;ombrotrofe myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk5000;NA V3-C-2;ombrotrof myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk5000;NA V3-C-1;ombrotrofe myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk2500;NA V3-B-3;ombrotrof myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk2500;NA V3-B-2;ombrotrof øvre fastmatte til øvre tuenivå
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Malestokk2500;NA V3-B-1;ombrotrof mykmatte og nedre fastmatte
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk5000;NA V2-C-1;kalkfattige og svakt intermediære myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-8;temmelig til ekstremt kalkrik kildemyrskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-7;sterkt intermediær og litt kalkrik kildemyrskogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-6;temmelig til ekstremt kalkrik myr- og sumpskogstue
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-5;temmelig til ekstremt kalkrik myr- og sumpskogsmatte
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-4;sterkt intermediær og litt kalkrik myr- og sumpskogstue
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-3;sterkt intermediær og litt kalkrik myr- og sumpskogsmatte
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-2;kalkfattig og svakt intermediær myr- og sumpskogstue
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk20000;NA V2-E-3;temmelig til ekstremt kalkrike myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk20000;NA V2-E-2;sterkt intermediære litt kalkrike myr- og sumpskog-marker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk20000;NA V2-E-1;kalkfattige og svakt intermediære myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk10000;NA V2-D-3;temmelig til ekstremt kalkrike myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk10000;NA V2-D-2;sterkt intermediære litt kalkrike myr- og sumpskog-marker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk10000;NA V2-D-1;kalkfattige og svakt intermediære myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk5000;NA V2-C-3;temmelig til ekstremt kalkrike myr- og sumpskogsmarker
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk5000;NA V2-C-2;sterkt intermediære litt kalkrike myr- og sumpskog-marker
