natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk20000;NA T8-E-1;fuglefjellenger
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk20000;NA T8-E-2;fugletopp
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk5000;NA T8-C-2;kildepåvirket fuglefjell-eng
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk5000;NA T8-C-3;fugletopp
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk10000;NA T8-D-1;fuglefjell-enger
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk10000;NA T8-D-2;fugletopp
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk5000;NA T8-C-1;fuglefjell-høgstaude-enger
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk2500;NA T8-B-4;fulgetopp
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk2500;NA T8-B-3;kildeåpvirket fuglefjell-eng
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk2500;NA T8-B-1;fuglefjellenger med naturlig gjødslingspreg
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;Malestokk2500;NA T8-B-2;overgjødslet fuglefjell-eng
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-6;kalkrikt ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-1;svært kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-2;svakt kalkfattige og intermediære moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-3;intermediært ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-4;svakt kalkrike moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk20000;NA T7-E-5;sterkt kalkrike moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-6;kalkrikt ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-5;sterkt kalkrike moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-1;svært kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-2;svakt kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-3;intermediært moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-4;intermediært seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-5;intermediært ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-6;svakt kalkrikt moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-7;svakt kalkrikt seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-9;sterkt kalkrikt seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-8;sterkt kalkrikt moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-4;svakt kalkrike moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-1;svært kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-2;svakt kalkfattige og intermediære moderate og seine snøleier
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk10000;NA T7-D-3;intermediært ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-13;kildepåvirket svakt kalkrikt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-12;kildepåvirket intermediært snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-11;vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-10;kalkrikt ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-9;sterkt kalkrikt seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-8;sterkt kalkrikt moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-7;svakt kalkrikt seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-6;svakt kalkrikt moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-5;intermediært ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-4;intermediært seint snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-3;intermediært moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-14;kildepåvirket kalksnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-12;kildepåvirket intermediært snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-13;kildepåvirket nokså kalkrikt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-11;vegetasjonsfritt snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-10;kalkrikt ekstremsnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk2500;NA T7-B-14;kildepåvirket kalksnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-2;svakt kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;Malestokk5000;NA T7-C-1;svært kalkfattig moderat snøleie
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk10000;NA T6-D-1;kalkfattige strandberg
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk10000;NA T6-D-2;kalkrik bergknaus i bølgesprutsonen
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk20000;NA T6-E-1;kalkfattige strandberg
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk20000;NA T6-E-2;kalkrik bergknaus i bølgesprutsonen
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk5000;NA T6-C-2;kalkrik bergknaus i bølgesprutsonen
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk2500;NA T6-B-1;kalkfattige og intermediært beskyttende strandberg
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk2500;NA T6-B-2;kalkrik bergknaus i bølgesprutsonen
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk2500;NA T6-B-3;eksponert bergknaus i nedre bølgeslagssone
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;Malestokk5000;NA T6-C-1;kalkfattige strandberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-6;tørkeutsatte sterkt intermediære og litt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-7;lite tørkeutsatte temmelig til ekstremt kalkrike nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-5;lite tørkeutsatte sterkt intermediære og litt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-4;tørkeutsatte litt kalkfattige og svakt intermediære berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-3;lite tørkeutsatte, litt kalkfattige og svakt intermediæreberg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-2;tørkeutsatte svært og temmelig kalkfattige berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-1;lite tørkeutsatte svært og temmelig kalkfattige berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-5;lite tørkeutsatte sterkt intermediære og litt kalkrike nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-8;tørkeutsatte temmelig til ekstremt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-9;svakt intermediært og kalkfattig forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-11;svakt intermediært og kalkfattig snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-12;sterkt intermediært til ekstremt kalkrikt snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-3;lite uttørkingseksponerte litt kalkfattige og svakt intermediære nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-4;uttørkingseksponerte litt kalkfattige og svakt intermediære berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-5;lite uttørkingseksponerte sterkt og litt kalkrike intermediære nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-7;lite uttørkingseksponerte temmelig til ekstremt kalkrike nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-8;uttørkingseksponerte temmelig til ekstremt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-9;svakt intermediært og kalkfattig forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-10;sterkt intermediært til ekstremt kalkrikt forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-6;uttørkingseksponerte sterkt intermediære og litt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-10;sterkt intermediært til ekstremt kalkrikt forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-6;tørkeutsatte sterkt intermediære og litt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-7;lite tørkeutsatte temmelig til ekstremt kalkrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-8;tørkeutsatte temmelig til ekstremt klakrike berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-9;svært og temmelig kalkfattige flomsone-bergknauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-12;sterkt intermediært til ekstremt kalkrikt snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-1;lite tørkeutsatte svært og temmelig kalkfattige nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-11;svakt intermediært og kalkfattig snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-2;uttørkingseksponerte svært og temmelig kalkfattige berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk5000;NA T1-C-1;lite tørkeutsatte svært og temmelig kalkfattige nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-24;sterkt intermediært til ekstremt kalkrikt snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-20;sterkt intermediært til ekstremt kalkrikt tørkeutsatt berg i pionérfase
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-19;svakt intermediært og kalkfattig tørkeutsatt berg i pionérfase
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-18;sterkt intermediært til ekstremt kalkrikt lite tørkeutsatt berg i pionérfase
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-17;svakt intermediært og kalkfattig lite tørkeutsatt berg i pionérfase
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-16;temmelig til ekstremt kalkrike fosseberg-knauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-15;sterkt intermediære og litt kalkrike fosseberg-knauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-14;litt kalkfattige og svakt intermediære foseeberg-knauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-13;svært og temmelig kalkfattige fosseberg-knauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-12;temmelig til ekstremt kalkrike flomsone-bergknauser og -vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-11;sterkt intermediær og litt kalkrik flomsonebergvegg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-10;litt kalkfattige og svakt intermediære flomsone-bergknauser og vegger
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-4;tørkeutsatte litt kalkfattige og svakt intermediære berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-3;lite tørkeutsatte litt kalkfattige og svakt intermediære nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-23;svakt intermediært og kalkfattig snøleieberg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-22;sterkt intermediært til ekstremt kalkrikt forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk2500;NA T1-B-21;svakt intermediært og kalkfattig forblåst berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk10000;NA T1-D-2;tørkeutsatte svært og temmelig kalkfattige berg, bergvegger og knauser
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk20000;NA T1-E-1;svært kalkfattige til svakt intermediære nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;Malestokk20000;NA T1-E-2;sterkt intermediære til ekstremt kalkrike nakne berg
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk10000;NA T2-D-1;åpne og kalkfattige grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-8;åpen sterkt kalkrik grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-7;åpen sterkt kalkrik grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-6;åpen svakt kalkrik grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-5;åpen svakt kalkrik grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-4;åpen intermediær grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-3;åpen intermediær grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-2;åpen kalkfattig grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk5000;NA T2-C-1;åpen kalkfattig grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-8;åpen sterkt kalkrik grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-7;åpen sterkt kalkrik grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-6;åpen svakt kalkrik grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk10000;NA T2-D-2;åpne intermediære grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-5;åpen svakt kalkrik grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-3;åpen intermediær grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-2;åpen kalkfattig grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-1;åpen kalkfattig grunnlendt lyngmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk2500;NA T2-B-4;åpen intermediær grunnlendt lavmark
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk10000;NA T2-D-3;åpne svakt kalkrike grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk10000;NA T2-D-4;åpne kalkrike grunnlente marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk20000;NA T2-E-1;åpne og kalkfattige grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk20000;NA T2-E-4;åpne kalkrike grunnlente marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk20000;NA T2-E-3;åpne svakt kalkrike grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Åpen grunnlendt mark;NA T2;Malestokk20000;NA T2-E-2;åpne intermediære grunnlendte marker
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-7;svært kalkrike fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-6;svakt kalkrike fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-5;intermediære fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-3;kalkrike lesider og intermediære og kalkrike kildevannspåvirkede fjell-lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-8;svakt kalkrik fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-7;svakt kalkrik leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-6;intermediær fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-5;intermediær fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-4;intermediær leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-3;kalkfattig fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-2;kalkfattig fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-1;kalkfattig leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-9;svakt kalkrik fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-10;sterkt kalkrik leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-11;sterkt kalkrik fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-2;intermediær leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk20000;NA T3-E-1;kalkfattig leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-7;svært kalkrike fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-6;svakt kalkrike fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-5;intermediære fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-4;kalkfattige fjell-lyng- og lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-3;kalkrike lesider og intermediære og kalkrike kildevannspåvirkede fjell-lavheier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-2;intermediær leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk10000;NA T3-D-1;kalkfattig leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-14;kalkrik kildepåvirket fjellhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-13;intermediær kildepåvirket fjellhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-12;sterkt kalkrik fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-11;sterkt kalkrik fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-10;sterkt kalkrik leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-9;svakt kalkrik fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-8;svakt kalkrik fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-7;svakt kalkrik leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-6;intermediær fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-5;intermediær fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-4;intermediær leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-3;kalkfattig fjell-lavhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-2;kalkfattig fjell-lynghei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk5000;NA T3-C-1;kalkfattig leside
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-14;kalkrik kildepåvirket fjellhei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Malestokk2500;NA T3-B-13;intermediær kildepåvirket fjellhei
