natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;miljovariabelType;miljovariabelHovedtype;miljovariabelKode;miljovariabelNavn;trinnKode;trinnNavn;basistrinnNavn
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KI;Kildevannspåvirkning;V9-KI_2;svak kildevannspåvirkning;KI-b
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KI;Kildevannspåvirkning;V9-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-a
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KI;Kildevannspåvirkning;V9-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-0
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_3;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_3;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_3;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_2;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_2;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;KA;Kalkinnhold;V9-KA_1;;KA-b
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_2;øvre fastmatte/ nedre tue;TV-i
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_2;øvre fastmatte/ nedre tue;TV-h
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_2;øvre fastmatte/ nedre tue;TV-g
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_1;mykmatte/ nedre fastmatte;TV-f
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_1;mykmatte/ nedre fastmatte;TV-e
Natursystem;NA;Våtmarkssystemer;NA V;Semi-naturlig myr;NA V9;Miljøvariabel;NA V9;TV;Tørrleggingsvarighet;V9-TV_1;mykmatte/ nedre fastmatte;TV-d
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;SA;Marin salinitet;V8-SA_1;;SA-a
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;SA;Marin salinitet;V8-SA_1;;SA-0
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;SA;Marin salinitet;V8-SA_2;;SA-d
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;SA;Marin salinitet;V8-SA_2;;SA-c
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;SA;Marin salinitet;V8-SA_2;;SA-b
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_2;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_2;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_2;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_1;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Strandsumpskogsmark;NA V8;Miljøvariabel;NA V8;KA;Kalkinnhold;V8-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_1;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_1;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_2;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_2;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;KA;Kalkinnhold;V7-KA_2;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;TV;Tørrleggingsvarighet;V7-TV_1;nedre mykmatte;TV-c
Natursystem;NA;Våtmarkssystemer;NA V;Arktisk permafrost-våtmark;NA V7;Miljøvariabel;NA V7;TV;Tørrleggingsvarighet;V7-TV_2;øvre mykmatte;TV-d
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_1;;SV-b
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_1;;SV-a
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_2;;SV-d
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_2;;SV-c
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_3;;SV-f
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;SV;Snødekkebetinget vekstsesongreduksjon;V6-SV_3;;SV-e
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KI;Kildevannspåvirkning;V6-KI_1;;KI-c
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KI;Kildevannspåvirkning;V6-KI_1;;KI-b
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KI;Kildevannspåvirkning;V6-KI_2;;KI-e
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KI;Kildevannspåvirkning;V6-KI_2;;KI-d
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_1;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_1;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_2;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_2;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Våtsnøleie og snøleiekilde;NA V6;Miljøvariabel;NA V6;KA;Kalkinnhold;V6-KA_2;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Miljøvariabel;NA V5;JV;Jordvarmeinnflytelse;V5-JV_2;;JV-b
Natursystem;NA;Våtmarkssystemer;NA V;Varm kilde;NA V5;Miljøvariabel;NA V5;JV;Jordvarmeinnflytelse;V5-JV_1;;JV-a
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;HI;Hevdintensitet;V4-HI_2;beitepreget;HI-a
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;HI;Hevdintensitet;V4-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_2;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_2;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_3;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_3;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KA;Kalkinnhold;V4-KA_3;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KI;Kildevannspåvirkning;V4-KI_2;;KI-¤
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KI;Kildevannspåvirkning;V4-KI_1;;KI-e
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KI;Kildevannspåvirkning;V4-KI_1;;KI-d
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KT;Kildetype;V4-KT_2;;KT-b
Natursystem;NA;Våtmarkssystemer;NA V;Kaldkilde;NA V4;Miljøvariabel;NA V4;KT;Kildetype;V4-KT_1;;KT-a
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;VI;Vindutsatthet;V3-VI_2;;VI-b
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;VI;Vindutsatthet;V3-VI_2;;VI-a
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;VI;Vindutsatthet;V3-VI_1;;VI-0
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_5;;TV-k
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_4;;TV-j
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_4;;TV-i
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_3;;TV-h
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_3;;TV-g
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_1;;TV-d
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_1;;TV-c
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_2;;TV-f
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TV;Tørrleggingsvarighet;V3-TV_2;;TV-e
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TE;Torvproduserende evne;V3-TE_2;torvakkumuleringsstillstand;TE-¤
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;TE;Torvproduserende evne;V3-TE_1;torvakkumulering;TE-0
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;MF;Myrflatepreg;V3-MF_2;;MF-e
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;MF;Myrflatepreg;V3-MF_2;;MF-f
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;MF;Myrflatepreg;V3-MF_1;;MF-d
Natursystem;NA;Våtmarkssystemer;NA V;Nedbørsmyr;NA V3;Miljøvariabel;NA V3;MF;Myrflatepreg;V3-MF_1;;MF-c
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_1;;TV-f
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_1;;TV-e
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_1;;TV-d
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_1;;TV-c
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_2;;TV-k
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_2;;TV-j
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_2;;TV-i
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_2;;TV-h
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;TV;Tørrleggingsvarighet;V2-TV_2;;TV-g
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KI;Kildevannspåvirkning;V2-KI_1;;KI-a
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KI;Kildevannspåvirkning;V2-KI_1;;KI-0
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KI;Kildevannspåvirkning;V2-KI_2;;KI-c
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KI;Kildevannspåvirkning;V2-KI_2;;KI-b
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_3;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_3;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_3;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_2;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_2;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_1;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_1;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_1;;KA-b
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Miljøvariabel;NA V2;KA;Kalkinnhold;V2-KA_1;;KA-a
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;MF;Myrflatepreg;V1-MF_1;;MF-d
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;MF;Myrflatepreg;V1-MF_1;;MF-c
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;MF;Myrflatepreg;V1-MF_2;;MF-f
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;MF;Myrflatepreg;V1-MF_2;;MF-e
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KI;Kildevannspåvirkning;V1-KI_1;;KI-0
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KI;Kildevannspåvirkning;V1-KI_2;;KI-c
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KI;Kildevannspåvirkning;V1-KI_2;;KI-b
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_1;;KA-b
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_1;;KA-a
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_2;;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_2;;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_3;;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_3;;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_4;;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_4;;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;KA;Kalkinnhold;V1-KA_5;;KA-i
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TE;Torvproduserende evne;V1-TE_2;torvakkumuleringsstillstand;TE-¤
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TE;Torvproduserende evne;V1-TE_1;torvakkumulering;TE-0
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;VT;Vanntilførsel;V1-VT_1;jordvannsmyr;VT-0
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;VT;Vanntilførsel;V1-VT_2;elvevannsflommyr;VT-b
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;SA;Marin salinitet;V1-SA_1;;SA-a
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;SA;Marin salinitet;V1-SA_1;;SA-0
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;SA;Marin salinitet;V1-SA_2;;SA-d
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;SA;Marin salinitet;V1-SA_2;;SA-c
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;SA;Marin salinitet;V1-SA_2;;SA-b
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_2;;TV-e
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_2;;TV-f
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_3;;TV-g
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_3;;TV-h
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_4;;TV-j
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_4;;TV-i
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_5;;TV-k
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_1;;TV-c
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Miljøvariabel;NA V1;TV;Tørrleggingsvarighet;V1-TV_1;;TV-d
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_2;sterk intermediær og kalkrik;KA-h
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_2;sterk intermediær og kalkrik;KA-g
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_2;sterk intermediær og kalkrik;KA-f
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_2;sterk intermediær og kalkrik;KA-e
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_1;kalkfattig og svak intermediær;KA-d
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_1;kalkfattig og svak intermediær;KA-c
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_1;kalkfattig og svak intermediær;KA-b
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;KA;Kalkinnhold;V13-KA_1;kalkfattig og svak intermediær;KA-a
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;IO;Innhold av organisk materiale;V13-IO_2;;IO-¤
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;IO;Innhold av organisk materiale;V13-IO_2;;IO-b
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;IO;Innhold av organisk materiale;V13-IO_1;;IO-a
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;IO;Innhold av organisk materiale;V13-IO_1;;IO-0
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;HS;Hovedtypespesifikk inndeling;V13-HS_4;;HS-D
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;HS;Hovedtypespesifikk inndeling;V13-HS_3;;HS-C
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;HS;Hovedtypespesifikk inndeling;V13-HS_2;;HS-B
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Miljøvariabel;NA V13;HS;Hovedtypespesifikk inndeling;V13-HS_1;;HS-A
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Miljøvariabel;NA F1;KA;Kalkinnhold;F1-KA-1;;KA-ab
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Miljøvariabel;NA F1;KA;Kalkinnhold;F1-KA-2;;KA-cd
