natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;grunntypeNavn;grunntypeKode
Natursystem;NA;Marine vannmasser;NA H;Havvannmasser;NA H1;epipelagiale kystvannmasser;NA H1-5
Natursystem;NA;Marine vannmasser;NA H;Havvannmasser;NA H1;abyssopelagiale havvannmasser;NA H1-4
Natursystem;NA;Marine vannmasser;NA H;Havvannmasser;NA H1;bathypelagiale havvannmasser;NA H1-3
Natursystem;NA;Marine vannmasser;NA H;Havvannmasser;NA H1;mesopelagiale havvannmasser;NA H1-2
Natursystem;NA;Marine vannmasser;NA H;Havvannmasser;NA H1;epipelagiale havvannmasser;NA H1-1
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;middels stor eller liten brakkvannspoll;NA H2-8
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;stor brakkvannspoll;NA H2-7
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;temporært litoralbasseng;NA H2-6
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;lite litoralbasseng;NA H2-5
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;stort litoralbasseng;NA H2-4
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;middels stor eller liten poll;NA H2-3
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;stor poll;NA H2-2
Natursystem;NA;Marine vannmasser;NA H;Sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster;NA H2;fjord;NA H2-1
Natursystem;NA;Marine vannmasser;NA H;Sterkt endrete marine vannmasser;NA H4;nye marine vannmasser;NA H4-4
Natursystem;NA;Marine vannmasser;NA H;Sterkt endrete marine vannmasser;NA H4;vannmasser sterkt endret gjennom biologiske inngrep;NA H4-3
Natursystem;NA;Marine vannmasser;NA H;Sterkt endrete marine vannmasser;NA H4;vannmasser sterkt endret gjennom kjemiske inngrep;NA H4-2
Natursystem;NA;Marine vannmasser;NA H;Sterkt endrete marine vannmasser;NA H4;vannmasser sterkt endret gjennom fysiske inngrep;NA H4-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert sublitoral fastbunn;NA M1-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært beskyttet fast algebunn;NA M1-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet infralitoral fastbunn;NA M1-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet øvre circalitoral fastbunn;NA M1-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså eksponert infralitoral fastbunn;NA M1-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså eksponert øvre circalitoral fastbunn;NA M1-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;blokkdominert bunn preget av disruptiv isforstyrrelse;NA M1-29
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert nokså brakk blokkdominert bunn under sublitoral;NA M1-28
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært eksponert blokkdominert bunn;NA M1-27
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert blokkdominert bunn under sublitoral;NA M1-26
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert blokkdominert bunn i sublitoral;NA M1-25
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært beskyttet blokkdominert bunn under sublitoral;NA M1-24
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært brakk bergvegg;NA M1-23
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert nokså brakk bergvegg under sublitoral;NA M1-22
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært beskyttet nokså brakk bergvegg;NA M1-20
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært eksponert bergvegg;NA M1-19
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert bergvegg under sublitoral;NA M1-18
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert sublitoral bergvegg;NA M1-17
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært beskyttet bergvegg under sublitoral;NA M1-16
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært brakk beskyttet-eksponert fast tareskogs-algebunn;NA M1-15
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært brakk svært beskyttet fast algebunn;NA M1-14
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk nokså eksponert øvre circalitoral fastbunn;NA M1-13
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk nokså eksponert infralitoral fastbunn;NA M1-12
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk beskyttet øvre circalitoral fastbunn;NA M1-11
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk beskyttet infralitoral fastbunn;NA M1-10
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk beskyttet-eksponert sublitoral fastbunn;NA M1-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;nokså brakk svært beskyttet fast algebunn;NA M1-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;svært eksponert eufotisk fastbunn;NA M1-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk fast saltvannsbunn;NA M1;beskyttet-eksponert nokså brakk bergvegg i sublitoral;NA M1-21
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;svært beskyttet fastbunn i intermediært vann;NA M2-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;svært beskyttet fastbunn i atlantisk vann;NA M2-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;svært beskyttet afotisk fastbunn i øvre sublitoral;NA M2-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;svært beskyttet fastbunn i bathyal;NA M2-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;svært beskyttet fastbunn i abyssal;NA M2-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså beskyttet fastbunn i atlantisk vann;NA M2-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså beskyttet afotisk fastbunn i øvre sublitoral;NA M2-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;beskyttet til nokså eksponert abyssal bergvegg;NA M2-20
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;beskyttet til nokså eksponert bathyal bergvegg;NA M2-19
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså eksponert bergvegg i intermediært vann;NA M2-18
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;beskyttet bergvegg i intermediært vann;NA M2-17
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså eksponert bergvegg i nedre sublitoral;NA M2-16
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;beskyttet bergvegg i atlantisk vann;NA M2-15
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså eksponert bergvegg  i øvre sublitoral;NA M2-14
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;beskyttet afotisk bergvegg i øvre sublitoral;NA M2-13
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså eksponert ultramafisk fastbunn i abyssal;NA M2-12
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså eksponert ultramafisk fastbunn i atlantisk vann;NA M2-11
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså beskyttet fastbunn i abyssal;NA M2-10
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså beskyttet fastbunn i bathyal;NA M2-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk fast saltvannsbunn;NA M2;nokså beskyttet fastbunn i intermediært vann;NA M2-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;fjæresone-fastbunn preget av disruptiv isforstyrrelse;NA M3-19
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;mesohalin beskyttet-intermediær bergvegg i hydrolitoral-geolitoral;NA M3-18
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;eksponert bergvegg i hydrolitoral-geolitoral;NA M3-17
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;intermediær bergvegg i hydrolitoral-geolitoral;NA M3-16
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;beskyttet bergvegg i nedre geolitoral;NA M3-14
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;beskyttet bergvegg i hydrolitoral-øvre geolitoral;NA M3-15
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;oligohalin beskyttet-intermediær fastbunn;NA M3-13
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;mesohalin beskyttet-intermediær fastbunn i geolitoral;NA M3-12
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;mesohalin svært beskyttet-intermediær fastbunn i hydrolitoral;NA M3-11
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;bunn dominert av filamentøse alger;NA M3-10
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;strandsnegl-blåskjell-rurbunn;NA M3-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;strandsnegl-blåskjellbunn;NA M3-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;remtangbunn;NA M3-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;sauetang-blåskjellbunn;NA M3-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;spiraltangbunn;NA M3-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;blæretangbunn;NA M3-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;grønnalge-rurbunn;NA M3-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;grønnalge-spiraltangbunn;NA M3-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Fast fjærebeltebunn;NA M3;grisetangbunn;NA M3-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk svært kalkrik organisk finmaterialdominert bunn med liten erosjonsmotstand;NA M4-28
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk organisk finmaterialdominert bunn med liten erosjonsmotstand;NA M4-27
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialrik bunn med nokså stor erosjonsmotstand;NA M4-26
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialdominert bunn med intermediær til stor erosjonsmotstand;NA M4-25
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialdominert bunn med nokså liten til stor erosjonsmotstand;NA M4-24
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialrik bunn med nokså liten til intermediær erosjonsmotstand;NA M4-23
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialdominert bunn med liten erosjonsmotstand;NA M4-22
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk eufotisk finmaterialfattig bunn med liten erosjonsmotstand;NA M4-21
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;ruglbunn i rødalgebeltet;NA M4-20
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;skjellsandbunn i rødalgebeltet;NA M4-19
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;organisk finmaterialdominert bunn med liten erosjonsmotstand i rødalgebeltet;NA M4-18
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med stor erosjonsmotstand i rødalgebeltet;NA M4-17
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i rødalgebeltet;NA M4-16
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med nokså liten til nokså stor erosjonsmotstand i rødalgebeltet;NA M4-15
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialfattig bunn med liten erosjonsmotstand i hydrolitoral;NA M4-29
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med intermediær til stor erosjonsmotstand i rødalgebeltet;NA M4-14
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialfattig bunn med liten erosjonsmotstand i rødalgebeltet;NA M4-12
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;ruglbunn i sjøkant-tareskogsbeltet;NA M4-11
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;skjellsandbunn i sjøkant-tareskogsbeltet;NA M4-10
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;organisk finmaterialdominert bunn med liten erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med stor erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med nokså stor erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialfattig bunn med nokså stor til stor erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med nokså liten til intermediær erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialfattig bunn med intermediær erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med liten erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialfattig bunn med liten erosjonsmotstand i sjøkant-tareskogsbeltet;NA M4-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med liten erosjonsmotstand i rødalgebeltet;NA M4-13
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med liten erosjonsmotstand i hydrolitoral;NA M4-30
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med nokså liten til intermediær erosjonsmotstand i hydrolitoral;NA M4-32
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialrik bunn med nokså liten til intermediær erosjonsmotstand i hydrolitoral;NA M4-31
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;eufotisk sedimentbunn preget av disruptiv sedimentasjon;NA M4-44
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk organisk finmaterialdominert bunn med liten erosjonsmotstand i hydrolitoral;NA M4-43
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk finmaterialdominert bunn med nokså stor erosjonsmotstand i hydrolitoral;NA M4-42
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk finmaterialdominert bunn med nokså liten til intermediær erosjonsmotstand i hydrolitoral;NA M4-41
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk finmaterialrik bunn med nokså liten til intermediær erosjonsmotstand i hydrolitoral;NA M4-40
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk finmaterialdominert bunn med liten erosjonsmotstand i hydrolitoral;NA M4-39
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;brakk finmaterialfattig bunn med liten erosjonsmotstand i hydrolitoral;NA M4-38
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;hydrolitoral skjellsandbunn;NA M4-37
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;organisk finmaterialdominert bunn med liten erosjonsmotstand i hydrolitoral;NA M4-36
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med nokså stor erosjonsmotstand i hydrolitoral;NA M4-35
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med nokså stor til stor erosjonsmotstand i hydrolitoral;NA M4-34
Natursystem;NA;Saltvannsbunnsystemer;NA M;Eufotisk marin sedimentbunn;NA M4;finmaterialdominert bunn med intermediær erosjonsmotstand i hydrolitoral;NA M4-33
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;svampspikelbunn i abyssal;NA M5-38
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i abyssal;NA M5-36
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med intermediær til stor erosjonsmotstand i abyssal;NA M5-35
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med liten erosjonsmotstand i abyssal;NA M5-34
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialfattig bunn med liten erosjonsmotstand i abyssal;NA M5-33
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;svampspikelbunn i bathyal;NA M5-32
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med stor erosjonsmotstand i bathyal;NA M5-31
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i bathyal;NA M5-30
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med intermediær til stor erosjonsmotstand i bathyal;NA M5-29
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med liten erosjonsmotstand i bathyal;NA M5-28
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialfattig bunn med liten erosjonsmotstand i bathyal;NA M5-27
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;svampspikelbunn i intermediært vann;NA M5-26
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med stor erosjonsmotstand i intermediært vann;NA M5-25
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i intermediært vann;NA M5-24
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialrik bunn med nokså liten til nokså stor erosjonsmotstand i intermediært vann;NA M5-23
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med stor erosjonsmotstand i abyssal;NA M5-37
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med intermediær til stor erosjonsmotstand i intermediært vann;NA M5-22
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med liten erosjonsmotstand i intermediært vann;NA M5-21
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;korallgrusbunn i atlantisk vann;NA M5-19
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;svampspikelbunn i atlantisk vann;NA M5-18
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;organisk finmaterialdominert bunn med liten erosjonsmotstand i atlantisk vann;NA M5-17
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialrik bunn med stor erosjonsmotstand i atlantisk vann;NA M5-16
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i atlantisk vann;NA M5-15
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialrik bunn med nokså liten til nokså stor erosjonsmotstand i atlantisk vann;NA M5-14
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med intermediær til stor erosjonsmotstand i atlantisk vann;NA M5-13
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert bunn med liten erosjonsmotstand i atlantisk vann;NA M5-12
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialfattig bunn med liten erosjonsmotstand i atlantisk vann;NA M5-11
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;afotisk korallgrusbunn i øvre sublitoral;NA M5-10
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;afotisk svampspikelbunn i øvre sublitoral;NA M5-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;afotisk skjellsandbunn i øvre sublitoral;NA M5-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;organisk finmaterialdominert afotisk bunn med liten erosjonsmotstand i øvre sublitoral;NA M5-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialrik afotisk bunn med stor erosjonsmotstand i øvre sublitoral;NA M5-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert afotisk bunn med nokså liten til nokså stor erosjonsmotstand i øvre sublitoral;NA M5-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialrik afotisk bunn med nokså liten til nokså stor erosjonsmotstand i øvre sublitoral;NA M5-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert afotisk bunn med liten erosjonsmotstand i øvre sublitoral;NA M5-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialfattig afotisk bunn med liten erosjonsmotstand i øvre sublitoral;NA M5-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialdominert afotisk bunn med intermediær til stor erosjonsmotstand i øvre sublitoral;NA M5-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Afotisk marin sedimentbunn;NA M5;finmaterialfattig bunn med liten erosjonsmotstand i intermediært vann;NA M5-20
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;havtilknyttet korallrev-bunn;NA M6-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Korallrev-bunn;NA M6;kysttilknyttet korallrev-bunn;NA M6-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Salt undervannseng i sublitoral;NA M7-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Salt undervannseng i hydrolitoral;NA M7-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Brakk undervannseng i sublitoral;NA M7-2
